ds,y
5/1/17 20:45,38
5/1/17 20:50,37.1
5/1/17 20:55,36.9
5/1/17 21:00,37.4
5/1/17 21:05,37.8
5/1/17 21:10,38.2
5/1/17 21:15,37.5
5/1/17 21:20,37.6
5/1/17 21:25,37.8
5/1/17 21:30,37.9
5/1/17 21:35,37.5
5/1/17 21:40,36.6
5/1/17 21:45,36.4
5/1/17 21:50,37
5/1/17 21:55,36.8
5/1/17 22:00,36.9
5/1/17 22:05,36.5
5/1/17 22:10,36.2
5/1/17 22:15,35.8
5/1/17 22:20,35.4
5/1/17 22:25,35.2
5/1/17 22:30,35.8
5/1/17 22:35,35.6
5/1/17 22:40,35.5
5/1/17 22:45,35.6
5/1/17 22:50,34.8
5/1/17 22:55,34.5
5/1/17 23:00,34.2
5/1/17 23:05,34
5/1/17 23:10,33.5
5/1/17 23:15,33.3
5/1/17 23:20,32.6
5/1/17 23:25,32.2
5/1/17 23:30,32.2
5/1/17 23:35,31.3
5/1/17 23:40,31.2
5/1/17 23:45,30.5
5/1/17 23:50,30.7
5/1/17 23:55,30.1
5/2/17 0:00,29.4
5/2/17 0:05,28.9
5/2/17 0:10,29.3
5/2/17 0:15,29.1
5/2/17 0:20,28.3
5/2/17 0:25,27.5
5/2/17 0:30,27.2
5/2/17 0:35,26.5
5/2/17 0:40,25.6
5/2/17 0:45,25.3
5/2/17 0:50,24.6
5/2/17 0:55,23.4
5/2/17 1:00,23
5/2/17 1:05,22.5
5/2/17 1:10,21.7
5/2/17 1:15,20.7
5/2/17 1:20,19.9
5/2/17 1:25,19.1
5/2/17 1:30,18
5/2/17 1:35,17.4
5/2/17 1:40,17.1
5/2/17 1:45,16.8
5/2/17 1:50,16.4
5/2/17 1:55,15.8
5/2/17 2:00,15.4
5/2/17 2:05,15.1
5/2/17 2:10,14.9
5/2/17 2:15,14.5
5/2/17 2:20,14.2
5/2/17 2:25,13.8
5/2/17 2:30,13.7
5/2/17 2:35,13.3
5/2/17 2:40,13
5/2/17 2:45,12.7
5/2/17 2:50,12.5
5/2/17 2:55,12.3
5/2/17 3:00,12.1
5/2/17 3:05,12
5/2/17 3:10,11.8
5/2/17 3:15,11.7
5/2/17 3:20,11.5
5/2/17 3:25,11.4
5/2/17 3:30,11.2
5/2/17 3:35,11.1
5/2/17 3:40,11.1
5/2/17 3:45,11
5/2/17 3:50,10.9
5/2/17 3:55,10.8
5/2/17 4:00,10.7
5/2/17 4:05,10.6
5/2/17 4:10,10.4
5/2/17 4:15,10.4
5/2/17 4:20,10.4
5/2/17 4:25,10.3
5/2/17 4:30,10.1
5/2/17 4:35,9.9
5/2/17 4:40,9.8
5/2/17 4:45,9.7
5/2/17 4:50,9.6
5/2/17 4:55,9.6
5/2/17 5:00,9.6
5/2/17 5:05,9.5
5/2/17 5:10,9.5
5/2/17 5:15,9.3
5/2/17 5:20,9.2
5/2/17 5:25,9.2
5/2/17 5:30,9.1
5/2/17 5:35,9.1
5/2/17 5:40,8.8
5/2/17 5:45,8.6
5/2/17 5:50,8.5
5/2/17 5:55,8.6
5/2/17 6:00,8.4
5/2/17 6:05,8.4
5/2/17 6:10,8.5
5/2/17 6:15,8.4
5/2/17 6:20,8.3
5/2/17 6:25,8
5/2/17 6:30,7.9
5/2/17 6:35,7.7
5/2/17 6:40,7.4
5/2/17 6:45,7.3
5/2/17 6:50,7.1
5/2/17 6:55,7
5/2/17 7:00,7
5/2/17 7:05,7
5/2/17 7:10,6.9
5/2/17 7:15,6.9
5/2/17 7:20,6.9
5/2/17 7:25,7
5/2/17 7:30,6.8
5/2/17 7:35,6.7
5/2/17 7:40,6.5
5/2/17 7:45,6.5
5/2/17 7:50,6.5
5/2/17 7:55,6.5
5/2/17 8:00,6.4
5/2/17 8:05,6.3
5/2/17 8:10,6.1
5/2/17 8:15,6.1
5/2/17 8:20,6.3
5/2/17 8:25,6.3
5/2/17 8:30,6.1
5/2/17 8:35,6.2
5/2/17 8:40,6.1
5/2/17 8:45,5.9
5/2/17 8:50,5.9
5/2/17 8:55,6
5/2/17 9:00,5.9
5/2/17 9:05,5.9
5/2/17 9:10,6.1
5/2/17 9:15,6.2
5/2/17 9:20,6.2
5/2/17 9:25,6.2
5/2/17 9:30,6.2
5/2/17 9:35,6.2
5/2/17 9:40,6.2
5/2/17 9:45,6.1
5/2/17 9:50,6.1
5/2/17 9:55,6
5/2/17 10:00,6
5/2/17 10:05,6.1
5/2/17 10:10,6.1
5/2/17 10:15,6.2
5/2/17 10:20,6.3
5/2/17 10:25,6.2
5/2/17 10:30,6.3
5/2/17 10:35,6.3
5/2/17 10:40,6.2
5/2/17 10:45,6.1
5/2/17 10:50,6.1
5/2/17 10:55,6.1
5/2/17 11:00,6.1
5/2/17 11:05,6.1
5/2/17 11:10,5.9
5/2/17 11:15,6
5/2/17 11:20,6.1
5/2/17 11:25,6.1
5/2/17 11:30,6
5/2/17 11:35,5.9
5/2/17 11:40,5.8
5/2/17 11:45,5.7
5/2/17 11:50,5.8
5/2/17 11:55,5.7
5/2/17 12:00,5.7
5/2/17 12:05,5.8
5/2/17 12:10,5.7
5/2/17 12:15,5.7
5/2/17 12:20,5.7
5/2/17 12:25,5.6
5/2/17 12:30,5.6
5/2/17 12:35,5.4
5/2/17 12:40,5.3
5/2/17 12:45,5.2
5/2/17 12:50,5.1
5/2/17 12:55,5.1
5/2/17 13:00,5
5/2/17 13:05,5
5/2/17 13:10,4.9
5/2/17 13:15,4.8
5/2/17 13:20,4.9
5/2/17 13:25,5
5/2/17 13:30,5.1
5/2/17 13:35,5
5/2/17 13:40,5.1
5/2/17 13:45,5.2
5/2/17 13:50,5.3
5/2/17 13:55,5.4
5/2/17 14:00,5.5
5/2/17 14:05,5.5
5/2/17 14:10,5.7
5/2/17 14:15,5.7
5/2/17 14:20,5.8
5/2/17 14:25,5.9
5/2/17 14:30,6.1
5/2/17 14:35,6.2
5/2/17 14:40,6.4
5/2/17 14:45,6.5
5/2/17 14:50,6.8
5/2/17 14:55,7
5/2/17 15:00,7.4
5/2/17 15:05,7.6
5/2/17 15:10,8
5/2/17 15:15,8.3
5/2/17 15:20,8.8
5/2/17 15:25,9.3
5/2/17 15:30,9.7
5/2/17 15:35,10.6
5/2/17 15:40,11
5/2/17 15:45,11.6
5/2/17 15:50,12.2
5/2/17 15:55,12.8
5/2/17 16:00,13.5
5/2/17 16:05,14.1
5/2/17 16:10,14.8
5/2/17 16:15,15.9
5/2/17 16:20,16.6
5/2/17 16:25,16.9
5/2/17 16:30,17.6
5/2/17 16:35,18.7
5/2/17 16:40,18.8
5/2/17 16:45,19.5
5/2/17 16:50,20
5/2/17 16:55,20.5
5/2/17 17:00,21.8
5/2/17 17:05,22.2
5/2/17 17:10,22.9
5/2/17 17:15,23.6
5/2/17 17:20,24.6
5/2/17 17:25,25.2
5/2/17 17:30,25.5
5/2/17 17:35,26.3
5/2/17 17:40,26.9
5/2/17 17:45,27.7
5/2/17 17:50,28.5
5/2/17 17:55,28.7
5/2/17 18:00,29.3
5/2/17 18:05,29.8
5/2/17 18:10,30.2
5/2/17 18:15,30.8
5/2/17 18:20,31.3
5/2/17 18:25,32.1
5/2/17 18:30,32.5
5/2/17 18:35,33.4
5/2/17 18:40,33.4
5/2/17 18:45,33.4
5/2/17 18:50,34.2
5/2/17 18:55,34.4
5/2/17 19:00,34.7
5/2/17 19:05,35.6
5/2/17 19:10,35.4
5/2/17 19:15,35.9
5/2/17 19:20,36
5/2/17 19:25,36.3
5/2/17 19:30,37
5/2/17 19:35,36.6
5/2/17 19:40,37.6
5/2/17 19:45,37.4
5/2/17 19:50,37.6
5/2/17 19:55,38.2
5/2/17 20:00,38.1
5/2/17 20:05,38.4
5/2/17 20:10,38.7
5/2/17 20:15,39.2
5/2/17 20:20,38.9
5/2/17 20:25,39
5/2/17 20:30,39
5/2/17 20:35,39.1
5/2/17 20:40,38.6
5/2/17 20:45,39
5/2/17 20:50,39.5
5/2/17 20:55,39.7
5/2/17 21:00,39.8
5/2/17 21:05,39.6
5/2/17 21:10,39.3
5/2/17 21:15,39
5/2/17 21:20,39.5
5/2/17 21:25,39.3
5/2/17 21:30,39.2
5/2/17 21:35,38.5
5/2/17 21:40,38.4
5/2/17 21:45,39.1
5/2/17 21:50,38.9
5/2/17 21:55,38.6
5/2/17 22:00,38.3
5/2/17 22:05,38.8
5/2/17 22:10,38.4
5/2/17 22:15,37.8
5/2/17 22:20,38.4
5/2/17 22:25,37.7
5/2/17 22:30,38.2
5/2/17 22:35,37.4
5/2/17 22:40,35.8
5/2/17 22:45,34.6
5/2/17 22:50,35.6
5/2/17 22:55,36.6
5/2/17 23:00,35.8
5/2/17 23:05,35.6
5/2/17 23:10,35.6
5/2/17 23:15,35.1
5/2/17 23:20,34.9
5/2/17 23:25,34.5
5/2/17 23:30,33.7
5/2/17 23:35,33.2
5/2/17 23:40,33.2
5/2/17 23:45,32.3
5/2/17 23:50,31.6
5/2/17 23:55,31.6
5/3/17 0:00,31.3
5/3/17 0:05,31
5/3/17 0:10,30
5/3/17 0:15,30.3
5/3/17 0:20,29.8
5/3/17 0:25,29
5/3/17 0:30,28.8
5/3/17 0:35,27.6
5/3/17 0:40,27.1
5/3/17 0:45,27
5/3/17 0:50,26
5/3/17 0:55,25.6
5/3/17 1:00,24.5
5/3/17 1:05,23.3
5/3/17 1:10,22.4
5/3/17 1:15,21.7
5/3/17 1:20,21.2
5/3/17 1:25,20.4
5/3/17 1:30,19.8
5/3/17 1:35,19.4
5/3/17 1:40,18.7
5/3/17 1:45,18.3
5/3/17 1:50,17.7
5/3/17 1:55,17.2
5/3/17 2:00,16.8
5/3/17 2:05,16.5
5/3/17 2:10,16.3
5/3/17 2:15,15.9
5/3/17 2:20,15.7
5/3/17 2:25,15.4
5/3/17 2:30,15.2
5/3/17 2:35,14.9
5/3/17 2:40,14.5
5/3/17 2:45,14.3
5/3/17 2:50,14
5/3/17 2:55,13.8
5/3/17 3:00,13.5
5/3/17 3:05,13.4
5/3/17 3:10,13.3
5/3/17 3:15,13.1
5/3/17 3:20,13
5/3/17 3:25,12.7
5/3/17 3:30,12.6
5/3/17 3:35,12.6
5/3/17 3:40,12.5
5/3/17 3:45,12.4
5/3/17 3:50,12.3
5/3/17 3:55,12.2
5/3/17 4:00,12.2
5/3/17 4:05,12.1
5/3/17 4:10,12.1
5/3/17 4:15,11.9
5/3/17 4:20,11.9
5/3/17 4:25,11.9
5/3/17 4:30,11.8
5/3/17 4:35,11.7
5/3/17 4:40,11.7
5/3/17 4:45,11.6
5/3/17 4:50,11.5
5/3/17 4:55,11.5
5/3/17 5:00,11.4
5/3/17 5:05,11.2
5/3/17 5:10,11.2
5/3/17 5:15,11.1
5/3/17 5:20,11.1
5/3/17 5:25,11.1
5/3/17 5:30,11
5/3/17 5:35,10.9
5/3/17 5:40,10.9
5/3/17 5:45,10.7
5/3/17 5:50,10.6
5/3/17 5:55,10.4
5/3/17 6:00,10.4
5/3/17 6:05,10.2
5/3/17 6:10,10.1
5/3/17 6:15,10
5/3/17 6:20,9.9
5/3/17 6:25,9.9
5/3/17 6:30,9.9
5/3/17 6:35,9.7
5/3/17 6:40,9.6
5/3/17 6:45,9.5
5/3/17 6:50,9.2
5/3/17 6:55,9.2
5/3/17 7:00,9.2
5/3/17 7:05,9
5/3/17 7:10,8.9
5/3/17 7:15,8.8
5/3/17 7:20,8.9
5/3/17 7:25,9
5/3/17 7:30,9
5/3/17 7:35,8.9
5/3/17 7:40,8.9
5/3/17 7:45,8.7
5/3/17 7:50,8.6
5/3/17 7:55,8.6
5/3/17 8:00,8.7
5/3/17 8:05,8.8
5/3/17 8:10,8.8
5/3/17 8:15,8.8
5/3/17 8:20,9
5/3/17 8:25,8.9
5/3/17 8:30,8.9
5/3/17 8:35,9
5/3/17 8:40,9
5/3/17 8:45,9
5/3/17 8:50,8.9
5/3/17 8:55,8.8
5/3/17 9:00,8.6
5/3/17 9:05,8.6
5/3/17 9:10,8.4
5/3/17 9:15,8.5
5/3/17 9:20,8.5
5/3/17 9:25,8.5
5/3/17 9:30,8.4
5/3/17 9:35,8.4
5/3/17 9:40,8.3
5/3/17 9:45,8.3
5/3/17 9:50,8.3
5/3/17 9:55,8.3
5/3/17 10:00,8.2
5/3/17 10:05,8
5/3/17 10:10,7.9
5/3/17 10:15,7.9
5/3/17 10:20,7.9
5/3/17 10:25,7.8
5/3/17 10:30,7.7
5/3/17 10:35,7.6
5/3/17 10:40,7.4
5/3/17 10:45,7.2
5/3/17 10:50,7.1
5/3/17 10:55,7
5/3/17 11:00,7
5/3/17 11:05,6.9
5/3/17 11:10,6.8
5/3/17 11:15,6.7
5/3/17 11:20,6.7
5/3/17 11:25,6.6
5/3/17 11:30,6.6
5/3/17 11:35,6.5
5/3/17 11:40,6.4
5/3/17 11:45,6.4
5/3/17 11:50,6.3
5/3/17 11:55,6.3
5/3/17 12:00,6.3
5/3/17 12:05,6.2
5/3/17 12:10,6.3
5/3/17 12:15,6.4
5/3/17 12:20,6.4
5/3/17 12:25,6.5
5/3/17 12:30,6.6
5/3/17 12:35,6.6
5/3/17 12:40,6.6
5/3/17 12:45,6.4
5/3/17 12:50,6.2
5/3/17 12:55,6.2
5/3/17 13:00,6.1
5/3/17 13:05,6.1
5/3/17 13:10,6.1
5/3/17 13:15,6.1
5/3/17 13:20,6.1
5/3/17 13:25,6.1
5/3/17 13:30,6.2
5/3/17 13:35,6.2
5/3/17 13:40,6.2
5/3/17 13:45,6.4
5/3/17 13:50,6.4
5/3/17 13:55,6.5
5/3/17 14:00,6.5
5/3/17 14:05,6.5
5/3/17 14:10,6.6
5/3/17 14:15,6.7
5/3/17 14:20,6.6
5/3/17 14:25,6.8
5/3/17 14:30,7.1
5/3/17 14:35,7.5
5/3/17 14:40,7.7
5/3/17 14:45,7.8
5/3/17 14:50,8.2
5/3/17 14:55,8.3
5/3/17 15:00,8.7
5/3/17 15:05,9
5/3/17 15:10,9.4
5/3/17 15:15,9.7
5/3/17 15:20,10.3
5/3/17 15:25,10.6
5/3/17 15:30,11.2
5/3/17 15:35,11.7
5/3/17 15:40,12.4
5/3/17 15:45,12.9
5/3/17 15:50,13.7
5/3/17 15:55,14.6
5/3/17 16:00,15.1
5/3/17 16:05,15.4
5/3/17 16:10,16.1
5/3/17 16:15,16.7
5/3/17 16:20,17.3
5/3/17 16:25,18.2
5/3/17 16:30,18.9
5/3/17 16:35,20
5/3/17 16:40,20.5
5/3/17 16:45,21.4
5/3/17 16:50,22.3
5/3/17 16:55,23
5/3/17 17:00,23.8
5/3/17 17:05,24.5
5/3/17 17:10,25.3
5/3/17 17:15,25.9
5/3/17 17:20,26.3
5/3/17 17:25,27.3
5/3/17 17:30,28.2
5/3/17 17:35,28.8
5/3/17 17:40,29.3
5/3/17 17:45,30
5/3/17 17:50,30.3
5/3/17 17:55,31.1
5/3/17 18:00,31.4
5/3/17 18:05,32.2
5/3/17 18:10,32.7
5/3/17 18:15,33.3
5/3/17 18:20,33.6
5/3/17 18:25,34.1
5/3/17 18:30,35.1
5/3/17 18:35,35.5
5/3/17 18:40,35.6
5/3/17 18:45,36.2
5/3/17 18:50,36.7
5/3/17 18:55,37.2
5/3/17 19:00,37.9
5/3/17 19:05,37.8
5/3/17 19:10,38
5/3/17 19:15,38.9
5/3/17 19:20,38.9
5/3/17 19:25,39.4
5/3/17 19:30,39.7
5/3/17 19:35,39.5
5/3/17 19:40,39.9
5/3/17 19:45,40.1
5/3/17 19:50,40.4
5/3/17 19:55,40.8
5/3/17 20:00,40.8
5/3/17 20:05,40.9
5/3/17 20:10,40.9
5/3/17 20:15,40.6
5/3/17 20:20,41.4
5/3/17 20:25,41.1
5/3/17 20:30,41.5
5/3/17 20:35,41.7
5/3/17 20:40,40.9
5/3/17 20:45,41.3
5/3/17 20:50,41.1
5/3/17 20:55,41.2
5/3/17 21:00,41.8
5/3/17 21:05,42
5/3/17 21:10,41.5
5/3/17 21:15,41.1
5/3/17 21:20,41.9
5/3/17 21:25,41.4
5/3/17 21:30,40.9
5/3/17 21:35,40.9
5/3/17 21:40,41
5/3/17 21:45,41
5/3/17 21:50,40.5
5/3/17 21:55,40.2
5/3/17 22:00,40.1
5/3/17 22:05,40
5/3/17 22:10,40.2
5/3/17 22:15,39.9
5/3/17 22:20,39.8
5/3/17 22:25,39.1
5/3/17 22:30,39.1
5/3/17 22:35,39
5/3/17 22:40,38.8
5/3/17 22:45,38.5
5/3/17 22:50,38.2
5/3/17 22:55,37.6
5/3/17 23:00,37.4
5/3/17 23:05,37.3
5/3/17 23:10,37.6
5/3/17 23:15,36.8
5/3/17 23:20,36.4
5/3/17 23:25,36
5/3/17 23:30,35.9
5/3/17 23:35,35.3
5/3/17 23:40,35
5/3/17 23:45,34.7
5/3/17 23:50,34.3
5/3/17 23:55,33.7
5/4/17 0:00,33.1
5/4/17 0:05,32.8
5/4/17 0:10,32
5/4/17 0:15,32.1
5/4/17 0:20,31.3
5/4/17 0:25,30.9
5/4/17 0:30,30.6
5/4/17 0:35,29.8
5/4/17 0:40,29.3
5/4/17 0:45,28.6
5/4/17 0:50,28.1
5/4/17 0:55,27.7
5/4/17 1:00,26.6
5/4/17 1:05,25.2
5/4/17 1:10,24.3
5/4/17 1:15,23.2
5/4/17 1:20,22.1
5/4/17 1:25,21.1
5/4/17 1:30,20.1
5/4/17 1:35,19.9
5/4/17 1:40,19.9
5/4/17 1:45,19.6
5/4/17 1:50,19.2
5/4/17 1:55,18.8
5/4/17 2:00,18.6
5/4/17 2:05,18.2
5/4/17 2:10,17.8
5/4/17 2:15,17.6
5/4/17 2:20,17.3
5/4/17 2:25,16.9
5/4/17 2:30,16.7
5/4/17 2:35,16.3
5/4/17 2:40,16
5/4/17 2:45,15.6
5/4/17 2:50,15.2
5/4/17 2:55,14.8
5/4/17 3:00,14.4
5/4/17 3:05,14.1
5/4/17 3:10,13.8
5/4/17 3:15,13.6
5/4/17 3:20,13.6
5/4/17 3:25,13.7
5/4/17 3:30,13.6
5/4/17 3:35,13.7
5/4/17 3:40,13.6
5/4/17 3:45,13.4
5/4/17 3:50,13.3
5/4/17 3:55,13.2
5/4/17 4:00,13.1
5/4/17 4:05,13
5/4/17 4:10,12.9
5/4/17 4:15,12.8
5/4/17 4:20,12.7
5/4/17 4:25,12.6
5/4/17 4:30,12.6
5/4/17 4:35,12.6
5/4/17 4:40,12.4
5/4/17 4:45,12.2
5/4/17 4:50,12
5/4/17 4:55,11.9
5/4/17 5:00,11.8
5/4/17 5:05,11.8
5/4/17 5:10,11.7
5/4/17 5:15,11.7
5/4/17 5:20,11.7
5/4/17 5:25,11.6
5/4/17 5:30,11.5
5/4/17 5:35,11.4
5/4/17 5:40,11.4
5/4/17 5:45,11.4
5/4/17 5:50,11.2
5/4/17 5:55,11.1
5/4/17 6:00,11.3
5/4/17 6:05,11.4
5/4/17 6:10,11.3
5/4/17 6:15,11.2
5/4/17 6:20,11.2
5/4/17 6:25,11.1
5/4/17 6:30,11
5/4/17 6:35,10.8
5/4/17 6:40,10.9
5/4/17 6:45,10.7
5/4/17 6:50,10.7
5/4/17 6:55,10.7
5/4/17 7:00,10.6
5/4/17 7:05,10.7
5/4/17 7:10,10.6
5/4/17 7:15,10.5
5/4/17 7:20,10.4
5/4/17 7:25,10.4
5/4/17 7:30,10.3
5/4/17 7:35,10.2
5/4/17 7:40,10.1
5/4/17 7:45,9.9
5/4/17 7:50,9.9
5/4/17 7:55,9.8
5/4/17 8:00,9.8
5/4/17 8:05,9.7
5/4/17 8:10,9.6
5/4/17 8:15,9.6
5/4/17 8:20,9.5
5/4/17 8:25,9.5
5/4/17 8:30,9.4
5/4/17 8:35,9.3
5/4/17 8:40,9.4
5/4/17 8:45,9.3
5/4/17 8:50,9.2
5/4/17 8:55,9.2
5/4/17 9:00,9.1
5/4/17 9:05,9
5/4/17 9:10,9.1
5/4/17 9:15,9
5/4/17 9:20,8.9
5/4/17 9:25,8.8
5/4/17 9:30,8.8
5/4/17 9:35,8.7
5/4/17 9:40,8.7
5/4/17 9:45,8.5
5/4/17 9:50,8.4
5/4/17 9:55,8.6
5/4/17 10:00,8.5
5/4/17 10:05,8.5
5/4/17 10:10,8.7
5/4/17 10:15,8.6
5/4/17 10:20,8.5
5/4/17 10:25,8.3
5/4/17 10:30,8.4
5/4/17 10:35,8.3
5/4/17 10:40,8.4
5/4/17 10:45,8.3
5/4/17 10:50,8.4
5/4/17 10:55,8.3
5/4/17 11:00,8.2
5/4/17 11:05,8.2
5/4/17 11:10,8.2
5/4/17 11:15,8.1
5/4/17 11:20,8.2
5/4/17 11:25,8.2
5/4/17 11:30,8.1
5/4/17 11:35,8
5/4/17 11:40,8
5/4/17 11:45,7.9
5/4/17 11:50,7.9
5/4/17 11:55,7.8
5/4/17 12:00,7.8
5/4/17 12:05,7.7
5/4/17 12:10,7.8
5/4/17 12:15,7.8
5/4/17 12:20,7.8
5/4/17 12:25,7.8
